"Date","Price","Open","High","Low","Vol.","Change %"
"2020-03-18","67.29","68.22","71.64","66.70","1.79M","-3.53%"
"2020-03-17","69.75","66.86","72.88","66.60","2.13M","7.97%"
"2020-03-16","64.60","60.01","66.44","60.00","1.70M","-2.84%"
"2020-03-13","66.49","61.20","66.77","60.38","2.09M","11.80%"
"2020-03-12","59.47","65.18","65.18","59.10","1.93M","-10.76%"
"2020-03-11","66.64","67.62","69.19","66.46","1.54M","-1.96%"
"2020-03-10","67.97","68.50","69.31","67.32","1.48M","1.28%"
"2020-03-09","67.11","67.36","71.45","67.00","1.61M","-7.24%"
"2020-03-06","72.35","71.24","72.87","71.00","1.06M","0.67%"
"2020-03-05","71.87","71.13","72.38","70.50","924.13K","0.41%"
"2020-03-04","71.58","69.81","71.91","69.81","953.82K","3.51%"
"2020-03-03","69.15","67.41","70.08","67.28","1.31M","2.66%"
"2020-03-02","67.36","66.86","67.66","66.01","1.43M","1.29%"
"2020-02-28","66.50","68.88","69.25","66.34","1.79M","-4.11%"
"2020-02-27","69.35","69.45","70.25","69.21","488.59K","-0.47%"
"2020-02-26","69.68","69.01","70.53","69.01","742.45K","-0.11%"
"2020-02-25","69.76","69.61","70.50","69.47","703.25K","-0.34%"
"2020-02-24","70.00","69.16","70.04","68.63","449.29K","-0.21%"
"2020-02-21","70.15","69.82","70.15","69.35","618.37K","0.33%"
"2020-02-20","69.92","69.98","70.44","69.57","518.72K","-1.65%"
"2020-02-19","71.09","71.16","71.39","70.85","545.29K","0.01%"
"2020-02-18","71.08","71.00","71.66","70.72","274.21K","-0.01%"
"2020-02-14","71.09","70.77","71.16","70.68","203.10K","0.35%"
"2020-02-13","70.84","70.47","70.84","70.00","319.40K","0.33%"
"2020-02-12","70.61","70.62","70.96","70.10","397.34K","-0.18%"
"2020-02-11","70.74","71.01","71.35","70.56","248.46K","-0.30%"
"2020-02-10","70.95","70.39","71.25","70.20","219.93K","0.78%"
"2020-02-07","70.40","70.63","70.70","70.16","336.16K","-0.27%"
"2020-02-06","70.59","69.80","70.70","69.78","305.14K","1.10%"
"2020-02-05","69.82","69.69","70.17","69.34","411.60K","0.40%"
"2020-02-04","69.54","69.53","69.85","69.46","370.86K","0.51%"
"2020-02-03","69.19","69.47","69.75","69.19","297.75K","-0.07%"
"2020-01-31","69.24","69.62","69.89","68.97","345.00K","-0.72%"
"2020-01-30","69.74","69.30","69.96","69.13","424.72K","0.36%"
"2020-01-29","69.49","69.32","69.58","68.68","420.17K","0.33%"
"2020-01-28","69.26","69.63","69.80","68.97","448.82K","-0.59%"
"2020-01-27","69.67","68.47","69.81","68.27","369.24K","1.07%"
"2020-01-24","68.93","69.12","69.12","68.63","237.66K","-0.03%"
"2020-01-23","68.95","69.05","69.70","68.67","402.57K","-0.20%"
"2020-01-22","69.09","68.60","69.49","68.55","474.33K","0.44%"
"2020-01-21","68.79","68.60","68.99","68.29","407.57K","0.35%"
"2020-01-20","68.55","68.10","68.59","68.00","180.86K","0.25%"
"2020-01-17","68.38","68.12","68.57","68.03","321.47K","0.48%"
"2020-01-16","68.05","67.39","68.13","67.35","444.92K","1.08%"
"2020-01-15","67.32","67.06","67.64","67.06","379.97K","0.52%"
"2020-01-14","66.97","66.71","67.14","66.70","503.27K","-0.03%"
"2020-01-13","66.99","67.88","67.89","66.91","564.79K","-1.27%"
"2020-01-10","67.85","67.98","68.11","67.59","365.16K","-0.06%"
"2020-01-09","67.89","67.76","68.25","67.55","330.08K","0.47%"
"2020-01-08","67.57","67.22","68.67","67.20","498.44K","0.52%"
"2020-01-07","67.22","66.77","67.44","66.69","357.36K","0.76%"
"2020-01-06","66.71","66.97","67.05","66.61","348.52K","-0.45%"
"2020-01-03","67.01","66.47","67.13","66.37","405.03K","0.39%"
"2020-01-02","66.75","67.01","67.10","66.44","294.36K","-0.37%"
"2019-12-31","67.00","67.06","67.24","66.62","213.09K","-0.49%"
"2019-12-30","67.33","67.60","67.60","66.92","240.41K","-0.66%"
"2019-12-27","67.78","67.70","67.82","67.45","144.90K","0.16%"
"2019-12-24","67.67","67.60","67.72","67.23","108.64K","-0.01%"
"2019-12-23","67.68","67.68","68.04","67.50","213.32K","-0.32%"
"2019-12-20","67.90","67.53","68.05","67.53","1.19M","0.35%"
"2019-12-19","67.66","68.63","68.63","67.63","548.61K","-1.63%"
"2019-12-18","68.78","69.32","69.32","68.31","583.80K","-0.75%"
"2019-12-17","69.30","69.51","69.65","69.12","508.24K","-0.17%"
"2019-12-16","69.42","69.18","69.61","69.17","292.56K","0.25%"
"2019-12-13","69.25","69.91","70.25","69.01","619.71K","-1.38%"
"2019-12-12","70.22","71.25","71.59","69.86","1.05M","-2.05%"
"2019-12-11","71.69","71.94","72.20","71.34","518.04K","-0.29%"
"2019-12-10","71.90","71.96","72.30","71.72","581.19K","-0.08%"
"2019-12-09","71.96","71.89","72.23","71.77","233.83K","-0.19%"
"2019-12-06","72.10","72.00","72.75","71.96","297.49K","0.50%"
"2019-12-05","71.74","71.54","72.12","71.20","409.07K","0.27%"
"2019-12-04","71.55","71.96","72.29","71.38","460.22K","-0.69%"
"2019-12-03","72.05","71.74","72.16","70.89","505.78K","0.29%"
"2019-12-02","71.84","71.57","72.10","71.29","843.98K","0.34%"
"2019-11-29","71.60","71.85","72.10","71.21","474.67K","-0.60%"
"2019-11-28","72.03","71.75","72.23","71.64","307.55K","0.49%"
"2019-11-27","71.68","71.39","72.21","71.37","550.42K","0.11%"
"2019-11-26","71.60","71.00","71.82","70.43","1.43M","0.83%"
"2019-11-25","71.01","70.42","71.48","70.41","476.04K","0.65%"
"2019-11-22","70.55","70.75","70.78","70.19","518.31K","-0.27%"
"2019-11-21","70.74","70.52","71.05","70.38","512.62K","0.38%"
